,searched,tconst,Title,Available Globally?,Release Date,Hours Viewed,Runtime,Views,Simple_Title,net_year,titleType,primaryTitle,originalTitle,startYear,runtimeMinutes,genres
1588,Once Upon a Crime,tt15944018,Once Upon a Crime // ________________,Yes,2023-09-14,3100000,1:47,1700000,Once Upon a Crime,2023.0,movie,Once Upon a Crime,"Akazukin, tabi no tochû de shitai to deau.",2023,107,"Adventure,Comedy,Crime"
1591,Resident Evil: The Final Chapter,tt2592614,Resident Evil: The Final Chapter,No,,3100000,1:47,1700000,Resident Evil: The Final Chapter,1000.0,movie,Resident Evil: The Final Chapter,Resident Evil: The Final Chapter,2016,107,"Action,Horror,Sci-Fi"
1593,Scream,tt0117571,Scream (1996),No,,3100000,1:51,1700000,Scream,1996.0,movie,Scream,Scream,1996,111,"Horror,Mystery"
1566,Disturbia,tt0486822,Disturbia,No,,3000000,1:45,1700000,Disturbia,1000.0,movie,Disturbia,Disturbia,2007,105,"Crime,Drama,Mystery"
1570,Eternal Sunshine of the Spotless Mind,tt0338013,Eternal Sunshine of the Spotless Mind,No,,3000000,1:48,1700000,Eternal Sunshine of the Spotless Mind,1000.0,movie,Eternal Sunshine of the Spotless Mind,Eternal Sunshine of the Spotless Mind,2004,108,"Drama,Romance,Sci-Fi"
1586,November,tt14542254,November // Novembre,No,,3000000,1:47,1700000,November,1000.0,movie,November,Novembre,2022,106,"Crime,Drama,Thriller"
1589,One More Shot,tt27110516,One More Shot (2024),No,,3000000,1:43,1700000,One More Shot,2024.0,movie,One More Shot,One More Shot,2024,103,"Action,Thriller"
1615,Veronica,tt5862312,Veronica // Vernica,No,,3000000,1:45,1700000,Veronica,1000.0,movie,Veronica,Verónica,2017,105,"Horror,Mystery"
1563,Bolehkah Sekali Saja Kumenangis,tt30833434,Bolehkah Sekali Saja Kumenangis,Yes,,2900000,1:41,1700000,Bolehkah Sekali Saja Kumenangis,1000.0,movie,Bolehkah Sekali Saja Kumenangis,Bolehkah Sekali Saja Kumenangis,2024,101,Drama
1568,Doing Hard Time,tt0427166,Doing Hard Time,No,,2900000,1:41,1700000,Doing Hard Time,1000.0,video,Doing Hard Time,Doing Hard Time,2004,95,"Action,Drama"
1598,Soulcatcher,tt28290233,Soulcatcher // Operacja: Soulcatcher,Yes,2023-08-02,2900000,1:40,1700000,Soulcatcher,2023.0,movie,Soulcatcher,Soulcatcher,2023,98,"Action,Adventure,Thriller"
42,Summer Vacation,tt26756609,Summer Vacation // Vacaciones de verano,Yes,,2900000,1:40,1700000,Summer Vacation,1000.0,movie,Vacaciones de verano,Vacaciones de verano,2023.0,100.0,"Comedy,Family"
1608,The Retirement Plan,tt14827638,The Retirement Plan,No,,2900000,1:43,1700000,The Retirement Plan,1000.0,movie,The Retirement Plan,The Retirement Plan,2023,103,"Action,Comedy,Crime"
1618,Wine Country,tt8169446,Wine Country,Yes,2019-05-10,2900000,1:44,1700000,Wine Country,2019.0,movie,Wine Country,Wine Country,2019,103,"Adventure,Comedy,Drama"
1576,Hutang Nyawa,tt34424283,Hutang Nyawa,No,,2800000,1:40,1700000,Hutang Nyawa,1000.0,movie,Blood Debt,Hutang Nyawa,2024,100,Horror
1583,Mafia Mamma,tt13923456,Mafia Mamma,No,,2800000,1:41,1700000,Mafia Mamma,1000.0,movie,Mafia Mamma,Mafia Mamma,2023,101,"Action,Comedy,Crime"
1587,Old Henry,tt12731980,Old Henry,No,,2800000,1:39,1700000,Old Henry,1000.0,movie,Old Henry,Old Henry,2021,99,"Action,Drama,Western"
1596,Sniper,tt0108171,Sniper (1993),No,,2800000,1:39,1700000,Sniper,1993.0,movie,Sniper,Sniper,1993,98,"Action,Thriller,War"
1616,Walk. Ride. Rodeo.,tt5848416,Walk. Ride. Rodeo.,Yes,2019-03-08,2800000,1:40,1700000,Walk. Ride. Rodeo.,2019.0,movie,Walk. Ride. Rodeo.,Walk. Ride. Rodeo.,2019,100,"Biography,Drama,Sport"
1619,Without a Paddle,tt0364751,Without a Paddle,No,,2800000,1:39,1700000,Without a Paddle,1000.0,movie,Without a Paddle,Without a Paddle,2004,95,"Adventure,Comedy,Mystery"
1558,Accident Man: Hitman's Holiday,tt9669176,Accident Man: Hitman's Holiday,No,,2700000,1:37,1700000,Accident Man: Hitman's Holiday,1000.0,movie,Accident Man: Hitman's Holiday,Accident Man: Hitman's Holiday,2022,96,"Action,Comedy,Crime"
1559,Airplane Mode,tt10731748,Airplane Mode // Modo Avio,Yes,2020-01-22,2700000,1:37,1700000,Airplane Mode,2020.0,movie,Airplane Mode,Modo Avião,2020,96,"Comedy,Drama,Family"
1603,The Breakfast Club,tt0088847,The Breakfast Club (1985),No,,2700000,1:37,1700000,The Breakfast Club,1985.0,movie,The Breakfast Club,The Breakfast Club,1985,97,"Comedy,Drama"
1605,The Paramedic,tt11127690,The Paramedic // El practicante,Yes,2020-09-16,2700000,1:34,1700000,The Paramedic,2020.0,movie,The Paramedic,El practicante,2020,94,"Crime,Drama,Thriller"
1607,The Princess Switch: Switched Again,tt11199410,The Princess Switch: Switched Again,Yes,2020-11-19,2700000,1:37,1700000,The Princess Switch: Switched Again,2020.0,movie,The Princess Switch: Switched Again,The Princess Switch: Switched Again,2020,96,"Comedy,Drama,Family"
1611,Tonight You're Sleeping with Me,tt26548664,Tonight You're Sleeping with Me // Dzisiaj _pisz zeÊmn_,Yes,2023-03-01,2700000,1:33,1700000,Tonight You're Sleeping with Me,2023.0,movie,Tonight You're Sleeping with Me,Dzisiaj spisz ze mna,2023,92,"Drama,Romance"
1613,Um Tio Quase Perfeito,tt6853930,Um Tio Quase Perfeito,No,,2700000,1:36,1700000,Um Tio Quase Perfeito,1000.0,movie,Um Tio Quase Perfeito,Um Tio Quase Perfeito,2017,96,"Comedy,Family"
1614,Umjolo: The Gone Girl,tt33812405,Umjolo: The Gone Girl,Yes,2024-11-08,2700000,1:33,1700000,Umjolo: The Gone Girl,2024.0,movie,Umjolo: The Gone Girl,Umjolo: The Gone Girl,2024,92,"Comedy,Drama,Romance"
1567,Divorce,tt33307315,Divorce // Rozwodnicy,Yes,2024-09-25,2600000,1:33,1700000,Divorce,2024.0,movie,Divorce,Rozwodnicy,2024,91,"Comedy,Drama"
1574,Hellhole,tt19724142,Hellhole // Ostatnia wieczerza,Yes,2022-10-26,2600000,1:31,1700000,Hellhole,2022.0,movie,Hellhole,Ostatnia wieczerza,2022,91,"Horror,Mystery"
1581,Jurassic Park III,tt0163025,Jurassic Park III,No,,2600000,1:32,1700000,Jurassic Park III,1000.0,movie,Jurassic Park III,Jurassic Park III,2001,92,"Action,Adventure,Sci-Fi"
1585,My Big Fat Greek Wedding 3,tt21103300,My Big Fat Greek Wedding 3,No,,2600000,1:32,1700000,My Big Fat Greek Wedding 3,1000.0,movie,My Big Fat Greek Wedding 3,My Big Fat Greek Wedding 3,2023,92,"Comedy,Drama,Romance"
1597,Someone Great,tt8075260,Someone Great,Yes,2019-04-19,2600000,1:32,1700000,Someone Great,2019.0,movie,Someone Great,Someone Great,2019,92,"Comedy,Romance"
1609,The Scorpion King,tt0277296,The Scorpion King,No,,2600000,1:31,1700000,The Scorpion King,1000.0,movie,The Scorpion King,The Scorpion King,2002,92,"Action,Adventure,Fantasy"
1557,A Vampire in the Family,tt23744022,A Vampire in the Family // Meu Cunhado  Um Vampiro,No,2023-12-24,2500000,1:30,1700000,A Vampire in the Family,2023.0,movie,A Vampire in the Family,Meu Cunhado é um Vampiro,2023,89,"Comedy,Fantasy"
1595,Shark Whisperer,tt32307524,Shark Whisperer,Yes,2025-06-30,2500000,1:30,1700000,Shark Whisperer,2025.0,movie,Shark Whisperer,Shark Whisperer,2025,90,Documentary
1599,Storks,tt4624424,Storks,No,,2500000,1:27,1700000,Storks,1000.0,movie,Storks,Storks,2016,87,"Adventure,Animation,Comedy"
1622,ÁVaya vacaciones!,tt15523334,ÁVaya vacaciones!,No,,2500000,1:27,1700000,ÁVaya vacaciones!,1000.0,movie,One Hell of a Holiday!,¡Vaya vacaciones!,2023,90,Comedy
38,Earwig and the Witch,tt12441478,Earwig and the Witch,No,,2400000,1:24,1700000,Earwig and the Witch,1000.0,tvMovie,Earwig and the Witch,Âya to majo,2020.0,82.0,"Adventure,Animation,Family"
1582,La leyenda de la Nahuala,tt1003009,La leyenda de la Nahuala,No,,2400000,1:24,1700000,La leyenda de la Nahuala,1000.0,movie,Legend Quest: The Legend of La Nahuala,La Leyenda de la Nahuala,2007,82,"Animation,Family,Fantasy"
1584,Mid90s,tt5613484,Mid90s,No,,2400000,1:25,1700000,Mid90s,1000.0,movie,Mid90s,Mid90s,2018,85,"Comedy,Drama"
43,Tain: Uma Aventura na Amaznia,tt0264079,Tain: Uma Aventura na Amaznia,No,,2400000,1:27,1700000,Tain: Uma Aventura na Amaznia,1000.0,movie,"Tainah, an Amazon Adventure",Tainá: Uma Aventura na Amazônia,2000.0,90.0,"Adventure,Family,Fantasy"
1610,The Wrath of Becky,tt20916568,The Wrath of Becky,No,,2400000,1:24,1700000,The Wrath of Becky,1000.0,movie,The Wrath of Becky,The Wrath of Becky,2023,84,"Action,Thriller"
1602,The Animal,tt0255798,The Animal (2001),No,,2300000,1:23,1700000,The Animal,2001.0,movie,The Animal,The Animal,2001,84,"Comedy,Sci-Fi"
1565,Crime Diaries: The Celebrity Stylist,tt29692772,Crime Diaries: The Celebrity Stylist // Historia de un Crimen: Mauricio Leal,Yes,,2000000,1:11,1700000,Crime Diaries: The Celebrity Stylist,1000.0,movie,Crime Diaries: The Celebrity Stylist,Crime Diaries: The Celebrity Stylist,2023,90,Crime
39,Forgive Us Our Trespasses,tt17162524,Forgive Us Our Trespasses,Yes,2022-02-17,400000,0:14,1700000,Forgive Us Our Trespasses,2022.0,short,Forgive Us Our Trespasses,Forgive Us Our Trespasses,2022.0,13.0,"Drama,Short"
1648,Kabhi Khushi Kabhie Gham,tt0248126,Kabhi Khushi Kabhie Gham // ___ ____ ___ __,No,,5600000,3:29,1600000,Kabhi Khushi Kabhie Gham,1000.0,movie,Kabhi Khushi Kabhie Gham...,Kabhi Khushi Kabhie Gham...,2001,210,"Drama,Musical,Romance"
1639,Gangubai Kathiawadi,tt10083340,Gangubai Kathiawadi // _______ ___________,Yes,,4200000,2:33,1600000,Gangubai Kathiawadi,1000.0,movie,Gangubai Kathiawadi,Gangubai Kathiawadi,2022,152,"Biography,Crime,Drama"
1631,Boxer,tt32244931,Boxer // Bokser,Yes,2024-09-11,4000000,2:32,1600000,Boxer,2024.0,movie,Boxer,Bokser,2024,150,"Drama,Sport"
1638,Fantastic Beasts: The Secrets of Dumbledore,tt4123432,Fantastic Beasts: The Secrets of Dumbledore,No,,3700000,2:23,1600000,Fantastic Beasts: The Secrets of Dumbledore,1000.0,movie,Fantastic Beasts: The Secrets of Dumbledore,Fantastic Beasts: The Secrets of Dumbledore,2022,142,"Adventure,Fantasy"
1665,Red Sparrow,tt2873282,Red Sparrow,No,,3700000,2:20,1600000,Red Sparrow,1000.0,movie,Red Sparrow,Red Sparrow,2018,140,"Action,Drama,Thriller"
1653,Manchester by the Sea,tt4034228,Manchester by the Sea,No,,3600000,2:17,1600000,Manchester by the Sea,1000.0,movie,Manchester by the Sea,Manchester by the Sea,2016,137,Drama
2,From Churchyard to Countryhood,tt21601428,From Churchyard to Countryhood // U Pana Boga wÊKrlowym Mo_cie,No,,3500000,2:12,1600000,From Churchyard to Countryhood,1000.0,movie,U Pana Boga w Królowym Moscie,U Pana Boga w Królowym Moscie,2024,132,Comedy
1657,My Name Is Loh Kiwan,tt26672512,My Name Is Loh Kiwan // ___,Yes,2024-03-01,3500000,2:13,1600000,My Name Is Loh Kiwan,2024.0,movie,My Name Is Loh Kiwan,Ro Gi Wan,2024,131,"Drama,Romance"
1630,Becoming Led Zeppelin,tt10365912,Becoming Led Zeppelin,No,,3300000,2:02,1600000,Becoming Led Zeppelin,1000.0,movie,Becoming Led Zeppelin,Becoming Led Zeppelin,2025,122,"Documentary,Music"
1634,Dark Waters,tt9071322,Dark Waters (2019),No,,3300000,2:07,1600000,Dark Waters,2019.0,movie,Dark Waters,Dark Waters,2019,126,"Biography,Drama,History"
1649,King Arthur: Legend of the Sword,tt1972591,King Arthur: Legend of the Sword,No,,3300000,2:06,1600000,King Arthur: Legend of the Sword,1000.0,movie,King Arthur: Legend of the Sword,King Arthur: Legend of the Sword,2017,126,"Action,Adventure,Drama"
1669,Snake Eyes: G.I. Joe Origins,tt8404256,Snake Eyes: G.I. Joe Origins,No,,3300000,2:02,1600000,Snake Eyes: G.I. Joe Origins,1000.0,movie,Snake Eyes,Snake Eyes: G.I. Joe Origins,2021,121,"Action,Adventure,Crime"
1675,The Outsider,tt2011311,The Outsider,Yes,2018-03-09,3300000,2:01,1600000,The Outsider,2018.0,movie,The Outsider,The Outsider,2018,120,"Crime,Drama,Thriller"
1677,The Piano Lesson,tt15507512,The Piano Lesson,Yes,2024-11-22,3300000,2:07,1600000,The Piano Lesson,2024.0,movie,The Piano Lesson,The Piano Lesson,2024,127,"Drama,Music"
1682,They Cloned Tyrone,tt9873892,They Cloned Tyrone,Yes,2023-07-21,3300000,2:04,1600000,They Cloned Tyrone,2023.0,movie,They Cloned Tyrone,They Cloned Tyrone,2023,122,"Comedy,Mystery,Sci-Fi"
1685,Yaksha: Ruthless Operations,tt12663250,Yaksha: Ruthless Operations // __,Yes,2022-04-08,3300000,2:06,1600000,Yaksha: Ruthless Operations,2022.0,movie,Yaksha: Ruthless Operations,Yacha,2022,125,"Action,Crime,Thriller"
1625,90 Minutes in Heaven,tt4337690,90 Minutes in Heaven,No,,3200000,2:02,1600000,90 Minutes in Heaven,1000.0,movie,90 Minutes in Heaven,90 Minutes in Heaven,2015,121,Drama
1650,Life Is Beautiful,tt0118799,Life Is Beautiful // La vita  bella,No,,3200000,1:59,1600000,Life Is Beautiful,1000.0,movie,Life Is Beautiful,La vita è bella,1997,116,"Comedy,Drama,Romance"
1660,Ordinary Angels,tt4996328,Ordinary Angels,No,,3200000,1:58,1600000,Ordinary Angels,1000.0,movie,Ordinary Angels,Ordinary Angels,2024,118,"Biography,Drama"
1683,War Room,tt3832914,War Room (2015),No,,3200000,2:00,1600000,War Room,2015.0,movie,War Room,War Room,2015,120,Drama
1633,Chef,tt2883512,Chef (2014),No,,3100000,1:55,1600000,Chef,2014.0,movie,Chef,Chef,2014,114,"Adventure,Comedy,Drama"
1666,Same Kind of Different as Me,tt1230168,Same Kind of Different as Me,No,,3100000,2:00,1600000,Same Kind of Different as Me,1000.0,movie,Same Kind of Different as Me,Same Kind of Different as Me,2017,119,"Biography,Drama"
1668,Shirley,tt14077516,Shirley,Yes,2024-03-22,3100000,1:59,1600000,Shirley,2024.0,movie,Shirley,Shirley,2024,117,"Biography,Drama,History"
1686,You Don't Mess with the Zohan,tt0960144,You Don't Mess with the Zohan,No,,3100000,1:53,1600000,You Don't Mess with the Zohan,1000.0,movie,You Don't Mess with the Zohan,You Don't Mess with the Zohan,2008,113,"Action,Comedy"
1635,Detective Conan the  Movie: Zero the Enforcer,tt7880466,Detective Conan the  Movie: Zero the Enforcer // ___ ______ ______,No,,3000000,1:50,1600000,Detective Conan the  Movie: Zero the Enforcer,1000.0,movie,Detective Conan: Zero the Enforcer,Meitantei Conan: Zero no Shikkônin,2018,115,"Action,Adventure,Animation"
1637,Elysium,tt1535108,Elysium (2013),No,,3000000,1:50,1600000,Elysium,2013.0,movie,Elysium,Elysium,2013,109,"Action,Drama,Sci-Fi"
1641,Harbin,tt23630030,Harbin // ___,No,,3000000,1:54,1600000,Harbin,1000.0,movie,Harbin,Haeolbin,2024,108,"Action,Biography,Crime"
1643,Hitman: Agent Jun,tt11649614,Hitman: Agent Jun // ___,No,,3000000,1:50,1600000,Hitman: Agent Jun,1000.0,movie,Hitman: Agent Jun,Hiteumaen,2020,110,"Action,Comedy"
1654,Mean Girls,tt11762114,Mean Girls (2024),No,,3000000,1:52,1600000,Mean Girls,2024.0,movie,Mean Girls,Mean Girls,2024,112,"Comedy,Musical"
1659,Ocean's 8,tt1494839,Ocean's 8,No,,3000000,1:50,1600000,Ocean's 8,1000.0,tvSeries,Oceans 8,Oceans 8,2004,\N,Adventure
1684,Wonderland,tt31254554,Wonderland // ____,Yes,2024-07-26,3000000,1:55,1600000,Wonderland,2024.0,movie,Wonderland,Wonderland,2024,113,"Drama,Sci-Fi"
1623,2 Guns,tt1272878,2 Guns,No,,2900000,1:49,1600000,2 Guns,1000.0,movie,2 Guns,2 Guns,2013,109,"Action,Comedy,Crime"
1628,All The Bright Places,tt3907584,All The Bright Places,Yes,2020-02-28,2900000,1:49,1600000,All The Bright Places,2020.0,movie,All the Bright Places,All the Bright Places,2020,107,"Drama,Romance"
1667,Serena,tt1247690,Serena (2014),No,,2900000,1:50,1600000,Serena,2014.0,movie,Serena,Serena,2014,109,"Drama,History,Romance"
1672,The Four Seasons,tt0082405,The Four Seasons (1981),No,,2900000,1:48,1600000,The Four Seasons,1981.0,movie,The Four Seasons,The Four Seasons,1981,107,"Comedy,Drama"
1651,Limitless,tt1219289,Limitless (2011),No,,2800000,1:45,1600000,Limitless,2011.0,movie,Limitless,Limitless,2011,105,"Sci-Fi,Thriller"
1656,Mothering Sunday,tt12229370,Mothering Sunday,No,,2800000,1:44,1600000,Mothering Sunday,1000.0,movie,Mothering Sunday,Mothering Sunday,2021,104,"Drama,Romance"
